Age,Attrition_rate,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,0,Frequently,945,Research & Development,22,3,Medical,1043,4,F,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,F,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2
45,0,Rarely,1234,Sales,11,2,Life Sciences,1045,4,F,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1
32,0,Non-Travel,1109,Research & Development,29,4,Medical,1046,4,F,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7
34,0,Rarely,216,Sales,1,4,Marketing,1047,2,M,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9
59,0,Rarely,1089,Sales,1,2,Technical Degree,1048,2,M,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,0,Rarely,788,Human Resources,24,4,Medical,1049,2,M,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4
53,0,Frequently,124,Sales,2,3,Marketing,1050,3,F,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
36,1,Rarely,660,Research & Development,15,3,Other,1052,1,M,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0
26,1,Frequently,342,Research & Development,2,3,Life Sciences,1053,1,M,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,0,Rarely,1333,Sales,10,4,Life Sciences,1055,3,F,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,0,Rarely,1144,Sales,10,1,Medical,1056,4,M,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
38,0,Frequently,1186,Research & Development,3,4,Other,1060,3,M,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
50,0,Rarely,1464,Research & Development,2,4,Medical,1061,2,M,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,0,Rarely,124,Research & Development,3,3,Other,1062,4,F,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1
40,0,Rarely,300,Sales,26,3,Marketing,1066,3,M,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
26,0,Frequently,921,Research & Development,1,1,Medical,1068,1,F,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3
46,0,Rarely,430,Research & Development,1,4,Medical,1069,4,M,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2
54,0,Rarely,1082,Sales,2,4,Life Sciences,1070,3,F,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0
56,0,Frequently,1240,Research & Development,9,3,Medical,1071,1,F,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
36,0,Rarely,796,Research & Development,12,5,Medical,1073,4,F,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8
55,0,Non-Travel,444,Research & Development,2,1,Medical,1074,3,M,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
43,0,Rarely,415,Sales,25,3,Medical,1076,3,M,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
20,1,Frequently,769,Sales,9,3,Marketing,1077,4,F,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21,1,Rarely,1334,Research & Development,10,3,Life Sciences,1079,3,F,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
46,0,Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,F,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,1,Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,M,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,M,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
26,0,Rarely,192,Research & Development,1,2,Medical,1083,1,M,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
30,0,Rarely,1176,Research & Development,20,3,Other,1084,3,M,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2
41,0,Rarely,509,Research & Development,7,2,Technical Degree,1085,2,F,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
38,0,Rarely,330,Research & Development,17,1,Life Sciences,1088,3,F,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9
40,0,Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,M,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,M,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
55,0,Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,M,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
28,0,Rarely,857,Research & Development,10,3,Other,1097,3,F,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
44,1,Rarely,1376,Human Resources,1,2,Medical,1098,2,M,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
33,0,Rarely,654,Research & Development,5,3,Life Sciences,1099,4,M,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
35,1,Rarely,1204,Sales,4,3,Technical Degree,1100,4,M,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,1,Frequently,827,Research & Development,29,4,Medical,1101,1,F,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
28,0,Rarely,895,Research & Development,15,2,Life Sciences,1102,1,M,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
34,0,Frequently,618,Research & Development,3,1,Life Sciences,1103,1,M,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4
37,0,Rarely,309,Sales,10,4,Life Sciences,1105,4,F,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,1,Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,M,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,1,Rarely,1330,Research & Development,21,3,Medical,1107,1,M,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
33,1,Rarely,1017,Research & Development,25,3,Medical,1108,1,M,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,0,Rarely,469,Research & Development,2,2,Medical,1109,4,M,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7
28,1,Frequently,1009,Research & Development,1,3,Medical,1111,1,M,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
50,1,Frequently,959,Sales,1,4,Other,1113,4,M,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,0,Frequently,970,Sales,7,3,Life Sciences,1114,4,F,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2
34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,M,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
48,0,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,M,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
45,0,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,F,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
52,0,Rarely,994,Research & Development,7,4,Life Sciences,1118,2,M,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
38,0,Rarely,770,Sales,10,4,Marketing,1119,3,M,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,0,Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,F,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
28,0,Rarely,950,Research & Development,3,3,Medical,1121,4,F,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7
46,0,Rarely,406,Sales,3,1,Marketing,1124,1,M,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
38,0,Rarely,130,Sales,2,2,Marketing,1125,4,M,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
43,0,Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,F,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
39,1,Frequently,203,Research & Development,2,3,Life Sciences,1127,1,M,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
40,0,Rarely,1308,Research & Development,14,3,Medical,1128,3,M,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
21,0,Rarely,984,Research & Development,1,1,Technical Degree,1131,4,F,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,M,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,M,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
31,0,Frequently,793,Sales,20,3,Life Sciences,1135,3,M,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2
28,0,Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,M,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4
35,0,Frequently,1182,Sales,11,2,Marketing,1137,4,M,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
49,0,Rarely,174,Sales,8,4,Technical Degree,1138,4,M,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
34,0,Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,M,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
29,0,Frequently,490,Research & Development,10,3,Life Sciences,1143,4,F,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1
42,0,Rarely,188,Research & Development,29,3,Medical,1148,2,M,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
29,0,Rarely,718,Research & Development,8,1,Medical,1150,2,M,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,0,Rarely,433,Human Resources,1,3,Human Resources,1152,3,M,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
28,0,Frequently,773,Research & Development,6,3,Life Sciences,1154,3,M,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,1,Non-Travel,247,Research & Development,8,1,Medical,1156,3,M,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
33,1,Rarely,603,Sales,9,4,Marketing,1157,1,F,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,0,Rarely,167,Research & Development,12,4,Life Sciences,1158,2,M,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31,1,Frequently,874,Research & Development,15,3,Medical,1160,3,M,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
37,0,Rarely,367,Research & Development,25,2,Medical,1161,3,F,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
27,0,Rarely,199,Research & Development,6,3,Life Sciences,1162,4,M,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
34,0,Rarely,1400,Sales,9,1,Life Sciences,1163,2,F,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
35,0,Rarely,528,Human Resources,8,4,Technical Degree,1164,3,M,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
29,1,Rarely,408,Sales,23,1,Life Sciences,1165,4,F,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
40,0,Frequently,593,Research & Development,9,4,Medical,1166,2,F,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
42,1,Frequently,481,Sales,12,3,Life Sciences,1167,3,M,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,0,Rarely,647,Sales,4,4,Marketing,1171,2,M,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
35,0,Rarely,982,Research & Development,1,4,Medical,1172,4,M,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
24,0,Rarely,477,Research & Development,24,3,Medical,1173,4,M,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
28,1,Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,F,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26,0,Rarely,1384,Research & Development,3,4,Medical,1177,1,M,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
30,0,Rarely,852,Sales,10,3,Marketing,1179,3,M,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
40,0,Frequently,902,Research & Development,26,2,Medical,1180,3,F,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,0,Rarely,819,Research & Development,2,3,Life Sciences,1182,3,M,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
34,0,Frequently,669,Research & Development,1,3,Medical,1184,4,M,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9
35,0,Frequently,636,Research & Development,4,4,Other,1185,4,M,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
43,1,Rarely,1372,Sales,9,3,Marketing,1188,1,F,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
32,0,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,F,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
56,0,Rarely,718,Research & Development,4,4,Technical Degree,1191,4,F,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
29,0,Rarely,1401,Research & Development,6,1,Medical,1192,2,F,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8
19,0,Rarely,645,Research & Development,9,2,Life Sciences,1193,3,M,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0
45,0,Rarely,1457,Research & Development,7,3,Medical,1195,1,F,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37,0,Rarely,977,Research & Development,1,3,Life Sciences,1196,4,F,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11
20,0,Rarely,805,Research & Development,3,3,Life Sciences,1198,1,M,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2
44,1,Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,M,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,0,Rarely,1223,Research & Development,7,2,Medical,1201,4,F,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7
29,0,Rarely,942,Research & Development,15,1,Life Sciences,1202,2,F,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,1,Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,M,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0
46,0,Rarely,1402,Sales,2,3,Marketing,1204,3,F,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9
44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,M,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0
33,0,Rarely,147,Human Resources,2,3,Human Resources,1207,2,M,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,M,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0
30,0,Rarely,1329,Sales,29,4,Life Sciences,1211,3,M,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3
40,0,Frequently,1184,Sales,2,4,Medical,1212,2,M,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0
50,0,Frequently,1421,Research & Development,2,3,Medical,1215,4,F,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2
28,0,Rarely,1179,Research & Development,19,4,Medical,1216,4,M,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
46,0,Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,M,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3
35,0,Rarely,1361,Sales,17,4,Life Sciences,1218,3,M,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,1,Rarely,984,Research & Development,17,2,Life Sciences,1219,4,F,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0
33,0,Frequently,1146,Sales,25,3,Medical,1220,2,F,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
36,0,Rarely,917,Research & Development,6,4,Life Sciences,1221,3,M,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
30,0,Rarely,853,Research & Development,7,4,Life Sciences,1224,3,M,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9
44,0,Rarely,200,Research & Development,29,4,Other,1225,4,M,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17
20,0,Rarely,654,Sales,21,3,Marketing,1226,3,M,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
46,0,Rarely,150,Research & Development,2,4,Technical Degree,1228,4,M,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4
42,0,Non-Travel,179,Human Resources,2,5,Medical,1231,4,M,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
60,0,Rarely,696,Sales,7,4,Marketing,1233,2,M,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,0,Frequently,116,Research & Development,13,3,Other,1234,3,F,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2
32,0,Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,F,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,0,Rarely,363,Research & Development,1,3,Technical Degree,1237,3,F,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,0,Rarely,117,Research & Development,9,3,Medical,1238,1,M,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10
40,0,Rarely,107,Sales,10,3,Technical Degree,1239,2,F,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3
25,0,Rarely,1356,Sales,10,4,Life Sciences,1240,3,M,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1
30,0,Rarely,1465,Research & Development,1,3,Medical,1241,4,M,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,0,Frequently,458,Research & Development,26,5,Medical,1242,1,F,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35,0,Non-Travel,1212,Sales,8,2,Marketing,1243,3,F,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,0,Rarely,1103,Research & Development,14,3,Life Sciences,1244,1,M,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,0,Frequently,966,Research & Development,1,4,Life Sciences,1245,4,F,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4
44,0,Rarely,1117,Research & Development,2,1,Life Sciences,1246,1,F,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7
19,1,Non-Travel,504,Research & Development,10,3,Medical,1248,1,F,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,0,Rarely,1010,Research & Development,1,3,Life Sciences,1249,1,F,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2
54,0,Rarely,685,Research & Development,3,3,Life Sciences,1250,4,M,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9
31,0,Rarely,1332,Research & Development,11,2,Medical,1251,3,M,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,0,Rarely,1062,Research & Development,24,3,Medical,1252,3,F,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8
59,0,Rarely,326,Sales,3,3,Life Sciences,1254,3,F,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5
43,0,Rarely,920,Research & Development,3,3,Life Sciences,1255,3,M,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7
49,0,Rarely,1098,Research & Development,4,2,Medical,1256,1,M,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0
36,0,Frequently,469,Research & Development,3,3,Technical Degree,1257,3,M,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7
48,0,Rarely,969,Research & Development,2,2,Technical Degree,1258,4,M,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0
27,0,Rarely,1167,Research & Development,4,2,Life Sciences,1259,1,M,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3
29,0,Rarely,1329,Research & Development,7,3,Life Sciences,1260,3,M,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0
48,0,Rarely,715,Research & Development,1,3,Life Sciences,1263,4,M,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0
29,0,Rarely,694,Research & Development,1,3,Life Sciences,1264,4,F,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7
34,0,Rarely,1320,Research & Development,20,3,Technical Degree,1265,3,F,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0
44,0,Rarely,1099,Sales,5,3,Marketing,1267,2,M,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10
33,0,Rarely,536,Sales,10,5,Marketing,1268,4,M,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8
19,0,Rarely,265,Research & Development,25,3,Life Sciences,1269,2,F,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1
23,0,Rarely,373,Research & Development,1,2,Life Sciences,1270,4,M,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1
25,1,Frequently,599,Sales,24,1,Life Sciences,1273,3,M,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0
26,0,Rarely,583,Research & Development,4,2,Life Sciences,1275,3,M,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2
45,1,Rarely,1449,Sales,2,3,Marketing,1277,1,F,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11
